1180122360 140 0 0 0 0 0 0 0 0 0 0 0 0
1180122420 236 0 0 0 0 0 0 0 0 0 0 0 0
1181028540 475 0 0 0 0 0 0 0 0 0 0 0 0
1183158000 492 0 0 0 0 0 0 0 0 0 0 0 0
1192135380 834 0 0 0 0 0 0 0 0 0 0 0 0
1198699260 839 0 0 0 0 0 0 0 0 0 0 0 0
1207013262 842 0 0 0 0 0 0 0 0 0 0 0 0
1211576736 859 0 0 0 0 0 0 0 0 0 0 0 0
1211594173 1013 0 0 0 0 0 0 0 0 0 0 0 0
1212248789 1015 0 0 0 0 0 0 0 0 0 0 0 0
1212257562 1057 0 0 0 0 0 0 0 0 0 0 0 0
1212452181 1065 0 0 0 0 0 0 0 0 0 0 0 0
1212456767 1111 0 0 0 0 0 0 0 0 0 0 0 0
1212456800 1120 0 0 0 0 0 0 0 0 0 0 0 0
1212457193 1122 0 0 0 0 0 0 0 0 0 0 0 0
1212461763 1142 0 0 0 0 0 0 0 0 0 0 0 0
1212461789 1169 0 0 0 0 0 0 0 0 0 0 0 0
1212516988 1172 0 0 0 0 0 0 0 0 0 0 0 0
1212518315 1173 0 0 0 0 0 0 0 0 0 0 0 0
1212519673 1273 0 0 0 0 0 0 0 0 0 0 0 0
1212520343 1283 0 0 0 0 0 0 0 0 0 0 0 0
1212530451 1355 0 0 0 0 0 0 0 0 0 0 0 0
1212550782 1368 0 0 0 0 0 0 0 0 0 0 0 0
1212551715 1379 0 0 0 0 0 0 0 0 0 0 0 0
1212551930 1392 0 0 0 0 0 0 0 0 0 0 0 0
1212552039 1393 0 0 0 0 0 0 0 0 0 0 0 0
1212590631 1394 0 0 0 0 0 0 0 0 0 0 0 0
1212591536 1395 0 0 0 0 0 0 0 0 0 0 0 0
1212592782 1537 0 0 0 0 0 0 0 0 0 0 0 0
1212592957 1537 0 0 0 0 0 0 0 0 0 0 0 0
1212593846 1597 0 0 0 0 0 0 0 0 0 0 0 0
1212597801 1691 0 0 0 0 0 0 0 0 0 0 0 0
1212600366 1741 0 0 0 0 0 0 0 0 0 0 0 0
1212601007 1751 0 0 0 0 0 0 0 0 0 0 0 0
1212602460 1752 0 0 0 0 0 0 0 0 0 0 0 0
1212602467 1756 0 0 0 0 0 0 0 0 0 0 0 0
1212605402 1757 0 0 0 0 0 0 0 0 0 0 0 0
1212612976 1772 0 0 0 0 0 0 0 0 0 0 0 0
1212614208 1778 0 0 0 0 0 0 0 0 0 0 0 0
1212721782 1781 0 0 0 0 0 0 0 0 0 0 0 0
1212722044 1782 0 0 0 0 0 0 0 0 0 0 0 0
1212723573 1853 0 0 0 0 0 0 0 0 0 0 0 0
1212723833 1854 0 0 0 0 0 0 0 0 0 0 0 0
1212723935 1856 0 0 0 0 0 0 0 0 0 0 0 0
1212724320 1859 0 0 0 0 0 0 0 0 0 0 0 0
1212770631 1889 0 0 0 0 0 0 0 0 0 0 0 0
1213371947 1890 0 0 0 0 0 0 0 0 0 0 0 0
1214944939 1891 0 0 0 0 0 0 0 0 0 0 0 0
1215541283 1972 0 0 0 0 0 0 0 0 0 0 0 0
1217985346 2076 0 0 0 0 0 0 0 0 0 0 0 0
1217986012 2083 0 0 0 0 0 0 0 0 0 0 0 0
1217986108 2121 0 0 0 0 0 0 0 0 0 0 0 0
1224629421 2121 0 46 0 0 0 0 0 0 0 0 0 0
1224630245 2121 0 103 0 0 0 0 0 0 0 0 0 0
1224877043 2121 0 103 0 0 0 0 0 0 0 0 0 0
1224965434 2122 0 103 0 0 0 0 0 0 0 0 0 0
1227283410 2124 0 103 0 0 0 0 0 0 0 0 0 0
1231217420 2136 0 103 0 0 0 0 0 0 0 0 0 0
1234254695 2136 0 103 0 1 0 0 0 0 0 0 0 0
1234886823 2137 0 103 0 1 0 0 0 0 0 0 0 0
1235313680 2137 0 104 0 1 0 0 0 0 0 0 0 0
1235780967 2160 0 104 0 1 0 0 0 0 0 0 0 0
1235785310 2161 0 104 0 1 0 0 0 0 0 0 0 0
1235785946 2165 0 104 0 1 0 0 0 0 0 0 0 0
1235786028 2168 0 104 0 1 0 0 0 0 0 0 0 0
1235787786 2178 0 104 0 1 0 0 0 0 0 0 0 0
1235791378 2187 0 104 0 1 0 0 0 0 0 0 0 0
1235793595 2217 0 104 0 1 0 0 0 0 0 0 0 0
1235793794 2271 0 104 0 1 0 0 0 0 0 0 0 0
1235794001 2272 0 104 0 1 0 0 0 0 0 0 0 0
1235844535 2299 0 104 0 1 0 0 0 0 0 0 0 0
1235847976 2303 0 104 0 1 0 0 0 0 0 0 0 0
1235892059 2343 0 104 0 1 0 0 0 0 0 0 0 0
1235939029 2373 0 104 0 1 0 0 0 0 0 0 0 0
1236856322 2373 0 104 0 11 0 0 0 0 0 0 0 0
1236921743 2373 0 104 0 12 0 0 0 0 0 0 0 0
1239290482 2374 0 104 0 12 0 0 0 0 0 0 0 0
1239290698 2375 0 104 0 12 0 0 0 0 0 0 0 0
1239298880 2387 0 104 0 12 0 0 0 0 0 0 0 0
1239299543 2390 0 104 0 12 0 0 0 0 0 0 0 0
1239300331 2400 0 104 0 12 0 0 0 0 0 0 0 0
1239300727 2404 0 104 0 12 0 0 0 0 0 0 0 0
1239300871 2405 0 104 0 12 0 0 0 0 0 0 0 0
1248188957 2406 0 104 0 12 0 0 0 0 0 0 0 0
1248189801 2410 0 104 0 12 0 0 0 0 0 0 0 0
1254342561 2410 0 104 0 12 1 0 0 0 0 0 0 0
1254343444 2410 0 104 0 12 15 0 0 0 0 0 0 0
1254346692 2411 0 104 0 12 15 0 0 0 0 0 0 0
1254346972 2412 0 104 0 12 15 0 0 0 0 0 0 0
1254348263 2450 0 104 0 12 15 0 0 0 0 0 0 0
1254358206 2453 0 104 0 12 15 0 0 0 0 0 0 0
1254364946 2505 0 104 0 12 15 0 0 0 0 0 0 0
1254371142 2510 0 104 0 12 15 0 0 0 0 0 0 0
1271039403 2515 0 104 0 12 15 0 1 0 0 0 0 0
1306791939 2515 0 104 2 12 15 0 1 0 0 0 0 0
1306797559 2515 0 104 76 12 15 0 1 0 0 0 6 0
1307412216 2516 0 104 76 12 15 0 1 0 0 0 6 0
1307412794 2516 0 104 76 12 15 0 1 0 0 0 6 0
1307418239 2538 0 104 76 12 15 0 1 0 0 0 6 0
1307419267 2541 0 104 76 12 15 0 1 0 0 0 6 0
1307419300 2542 0 104 76 12 15 0 1 0 0 0 6 0
1307419978 2543 0 104 76 12 15 0 1 0 0 0 6 0
1307457471 2576 0 104 76 12 15 0 1 0 0 0 6 0
1308112368 2576 0 104 179 12 15 0 1 0 0 0 6 0
1312642289 2577 0 104 179 12 15 0 1 0 0 0 6 0
1312645919 2600 0 104 179 12 15 0 1 0 0 0 6 0
1312645982 2602 0 104 179 12 15 0 1 0 0 0 6 0
1312646171 2610 0 104 179 12 15 0 1 0 0 0 6 0
1312646665 2614 0 104 179 12 15 0 1 0 0 0 6 0
1312647991 2645 0 104 179 12 15 0 1 0 0 0 6 0
1312653929 2673 0 104 179 12 15 0 1 0 0 0 6 0
1312654552 2674 0 104 179 12 15 0 1 0 0 0 6 5
1312657403 2676 0 104 179 12 15 0 1 0 0 0 6 5
1312657888 2685 0 104 179 12 15 0 1 0 0 0 6 5
1312658170 2687 0 104 179 12 15 0 1 0 0 0 6 5
1312661168 2690 0 104 179 12 15 0 1 0 0 0 6 5
1312662135 2702 0 104 179 12 15 0 1 0 0 0 6 5
1312663075 2716 0 104 179 12 15 0 1 0 0 0 6 5
1312664002 2722 0 104 179 12 15 0 1 0 0 0 6 5
1312664099 2729 0 104 179 12 15 0 1 0 0 0 6 5
1312666119 2739 0 104 179 12 15 0 1 0 0 0 6 5
1312732292 2786 0 104 179 12 15 0 1 0 0 0 6 5
1312732338 2788 0 104 179 12 15 0 1 0 0 0 6 5
1312734492 2789 0 104 179 12 15 0 1 0 0 0 6 5
1312734977 2853 0 104 179 12 15 0 1 0 0 0 6 5
1312751679 2854 0 104 179 12 15 0 1 0 0 0 6 5
1312751719 2862 0 104 179 12 15 0 1 0 0 0 6 5
1312751841 2869 0 104 179 12 15 0 1 0 0 0 6 5
1312757605 2869 0 104 179 12 15 0 1 0 0 0 6 5
1312766857 2920 0 104 179 12 15 0 1 0 0 0 6 5
1312807833 2928 0 104 179 12 15 0 1 0 0 0 6 5
1312808263 3046 0 104 179 12 15 0 1 0 0 0 6 5
1312826746 3062 0 104 179 12 15 0 1 0 0 0 6 5
1312830725 3094 0 104 179 12 15 0 1 0 0 0 6 5
1312831836 3095 0 104 179 12 15 0 1 0 0 0 6 5
1312834654 3120 0 104 179 12 15 0 1 0 0 0 6 5
1312834709 3122 0 104 179 12 15 0 1 0 0 0 6 5
1312844962 3127 0 104 179 12 15 0 1 0 0 0 6 5
1312851847 3130 0 104 179 12 15 0 1 0 0 0 6 5
1312852327 3131 0 104 179 12 15 0 1 0 0 0 6 5
1312862785 3183 0 104 179 12 15 0 1 0 0 0 6 5
